Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
4928;Stuttgart (Schnarrenberg);RS_IND;16.06.1998-04:00;16.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;16.06.1998-10:00;16.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;16.06.1998-15:00;16.06.1998-17:00;2;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;16.06.1998-19:00;16.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;16.06.1998-22:00;16.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-01:00;17.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-04:00;17.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-10:00;17.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-16:00;17.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-19:00;17.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.06.1998-22:00;17.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-01:00;18.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-04:00;18.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-10:00;18.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-16:00;18.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-19:00;18.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.06.1998-22:00;18.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-01:00;19.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-04:00;19.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-10:00;19.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-16:00;19.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-19:00;19.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.06.1998-22:00;19.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-01:00;20.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-04:00;20.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-10:00;20.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-16:00;20.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-19:00;20.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.06.1998-22:00;20.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-01:00;21.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-04:00;21.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-10:00;21.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-16:00;21.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-19:00;21.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.06.1998-22:00;21.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-01:00;22.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-04:00;22.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-10:00;22.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-16:00;22.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-19:00;22.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.06.1998-22:00;22.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-01:00;23.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-04:00;23.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-10:00;23.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-16:00;23.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-19:00;23.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.06.1998-22:00;23.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-01:00;24.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-04:00;24.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-10:00;24.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-16:00;24.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-19:00;24.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.06.1998-22:00;24.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-01:00;25.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-04:00;25.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-10:00;25.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-16:00;25.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-19:00;25.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.06.1998-22:00;25.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-01:00;26.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-04:00;26.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-10:00;26.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-13:00;26.06.1998-17:00;4;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-19:00;26.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.06.1998-22:00;26.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-01:00;27.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-04:00;27.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-10:00;27.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-16:00;27.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-19:00;27.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.06.1998-22:00;27.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-01:00;28.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-04:00;28.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-10:00;28.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-16:00;28.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-19:00;28.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;28.06.1998-22:00;28.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-01:00;29.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-04:00;29.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-10:00;29.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-16:00;29.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-19:00;29.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;29.06.1998-22:00;29.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-01:00;30.06.1998-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-04:00;30.06.1998-05:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-10:00;30.06.1998-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-16:00;30.06.1998-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-19:00;30.06.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;30.06.1998-22:00;30.06.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;05.07.1998-19:00;05.07.1998-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;13.10.1998-22:00;13.10.1998-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;06.11.1998-12:00;06.11.1998-13:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.11.1998-08:00;19.11.1998-09:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;25.12.1998-06:00;25.12.1998-07:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;02.04.1999-16:00;02.04.1999-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;08.04.1999-09:00;08.04.1999-14:00;5;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.04.1999-01:00;18.04.1999-04:00;3;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.05.1999-15:00;21.05.1999-16:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;15.06.1999-17:00;15.06.1999-18:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.07.1999-02:00;19.07.1999-04:00;2;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.10.1999-15:00;24.10.1999-16:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;24.02.2000-10:00;24.02.2000-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.09.2000-10:00;19.09.2000-16:00;6;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;04.12.2000-16:00;05.12.2000-03:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;05.12.2000-23:00;06.12.2000-02:00;3;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;20.12.2000-22:00;27.12.2000-14:00;160;;eor;                                                                                                                       
4928;Stuttgart (Schnarrenberg);RS_IND;01.04.2001-00:00;06.04.2001-06:00;126;;eor;                                                                                                                       
4928;Stuttgart (Schnarrenberg);RS_IND;06.04.2001-09:00;06.04.2001-10:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;10.04.2001-20:00;11.04.2001-05:00;9;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;12.04.2001-12:00;13.04.2001-07:00;19;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;13.04.2001-15:00;14.04.2001-05:00;14;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;14.04.2001-11:00;14.04.2001-12:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;14.04.2001-19:00;15.04.2001-05:00;10;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;15.04.2001-13:00;16.04.2001-08:00;19;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;16.04.2001-17:00;17.04.2001-04:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;17.04.2001-08:00;17.04.2001-09:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;17.04.2001-17:00;18.04.2001-04:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;18.04.2001-16:00;19.04.2001-04:00;12;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;11.05.2001-16:00;11.05.2001-17:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;26.05.2001-01:00;26.05.2001-05:00;4;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;10.06.2001-01:00;10.06.2001-04:00;3;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;10.07.2001-12:00;10.07.2001-18:00;6;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.08.2001-23:00;20.08.2001-04:00;5;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;07.09.2001-14:00;08.09.2001-05:00;15;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;09.09.2001-08:00;09.09.2001-09:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.09.2001-05:00;23.09.2001-06:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.01.2002-18:00;23.01.2002-05:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;28.01.2002-16:00;29.01.2002-06:00;14;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;29.01.2002-10:00;29.01.2002-11:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;19.02.2002-18:00;20.02.2002-05:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;09.03.2002-21:00;10.03.2002-06:00;9;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;27.04.2002-08:00;27.04.2002-12:00;4;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.05.2002-16:00;19.05.2002-04:00;12;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;25.07.2002-07:00;29.07.2002-05:00;94;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;31.07.2002-13:00;09.08.2002-09:00;212;;eor;                                                                                                                       
4928;Stuttgart (Schnarrenberg);RS_IND;16.08.2002-12:00;02.09.2002-07:00;403;;eor;                                                                                                                       
4928;Stuttgart (Schnarrenberg);RS_IND;13.10.2002-19:00;13.10.2002-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;13.10.2002-22:00;13.10.2002-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;01.12.2002-19:00;01.12.2002-20:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;01.12.2002-22:00;01.12.2002-23:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;02.12.2002-01:00;02.12.2002-02:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;10.08.2003-02:00;10.08.2003-05:00;3;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;18.03.2004-16:00;18.03.2004-21:00;5;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;03.07.2004-15:00;04.07.2004-04:00;13;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;10.07.2004-07:00;10.07.2004-09:00;2;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;23.07.2004-11:00;23.07.2004-12:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;11.01.2005-19:00;12.01.2005-05:00;10;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;13.08.2005-08:00;13.08.2005-09:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;21.08.2005-18:00;22.08.2005-05:00;11;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;28.09.2005-13:00;28.09.2005-14:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;10.02.2006-03:00;10.02.2006-06:00;3;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;22.08.2006-07:00;22.08.2006-08:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;14.07.2008-02:00;14.07.2008-03:00;1;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;02.12.2008-22:00;03.12.2008-02:00;4;;eor;                                                                                                                         
4928;Stuttgart (Schnarrenberg);RS_IND;14.05.2016-23:00;17.05.2016-07:00;56;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;01.08.2017-20:00;02.08.2017-06:00;10;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);RS_IND;03.08.2019-11:00;05.08.2019-06:00;43;;eor;                                                                                                                        
4928;Stuttgart (Schnarrenberg);WRTR;16.10.2006-17:00;16.10.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;17.10.2006-17:00;17.10.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;18.10.2006-00:00;18.10.2006-01:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;18.10.2006-21:00;18.10.2006-22:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;19.10.2006-02:00;19.10.2006-03:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;20.10.2006-06:00;20.10.2006-09:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;20.10.2006-15:00;20.10.2006-19:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;21.10.2006-02:00;21.10.2006-07:00;5;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;21.10.2006-09:00;21.10.2006-12:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;22.10.2006-00:00;22.10.2006-01:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;23.10.2006-00:00;24.10.2006-06:00;30;;eor;                                                                                                                          
4928;Stuttgart (Schnarrenberg);WRTR;24.10.2006-15:00;24.10.2006-22:00;7;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;25.10.2006-05:00;25.10.2006-09:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;25.10.2006-12:00;25.10.2006-15:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;27.10.2006-09:00;27.10.2006-12:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;28.10.2006-23:00;29.10.2006-00:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;29.10.2006-03:00;29.10.2006-07:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;30.10.2006-20:00;30.10.2006-21:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;31.10.2006-21:00;31.10.2006-22:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;01.11.2006-02:00;01.11.2006-06:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;01.11.2006-14:00;01.11.2006-16:00;2;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;02.11.2006-18:00;03.11.2006-00:00;6;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;03.11.2006-05:00;03.11.2006-13:00;8;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;03.11.2006-15:00;03.11.2006-16:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;03.11.2006-20:00;04.11.2006-06:00;10;;eor;                                                                                                                          
4928;Stuttgart (Schnarrenberg);WRTR;04.11.2006-08:00;04.11.2006-09:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;06.11.2006-14:00;06.11.2006-15:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;06.11.2006-17:00;06.11.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;07.11.2006-03:00;07.11.2006-07:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;07.11.2006-15:00;07.11.2006-16:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;09.11.2006-03:00;09.11.2006-10:00;7;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;09.11.2006-12:00;09.11.2006-15:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;11.11.2006-09:00;11.11.2006-15:00;6;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;11.11.2006-17:00;11.11.2006-21:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;12.11.2006-02:00;12.11.2006-03:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;12.11.2006-06:00;12.11.2006-09:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;12.11.2006-17:00;12.11.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;13.11.2006-03:00;13.11.2006-06:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;13.11.2006-08:00;13.11.2006-12:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;13.11.2006-14:00;13.11.2006-18:00;4;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;13.11.2006-20:00;13.11.2006-22:00;2;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;14.11.2006-00:00;14.11.2006-01:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;14.11.2006-03:00;14.11.2006-13:00;10;;eor;                                                                                                                          
4928;Stuttgart (Schnarrenberg);WRTR;16.11.2006-23:00;17.11.2006-07:00;8;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;17.11.2006-09:00;17.11.2006-15:00;6;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;17.11.2006-20:00;17.11.2006-21:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;17.11.2006-23:00;18.11.2006-09:00;10;;eor;                                                                                                                          
4928;Stuttgart (Schnarrenberg);WRTR;19.11.2006-15:00;19.11.2006-16:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;19.11.2006-18:00;19.11.2006-19:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;19.11.2006-21:00;20.11.2006-00:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;20.11.2006-21:00;21.11.2006-00:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;21.11.2006-03:00;21.11.2006-09:00;6;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;21.11.2006-12:00;21.11.2006-18:00;6;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;21.11.2006-20:00;21.11.2006-22:00;2;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;22.11.2006-00:00;22.11.2006-09:00;9;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;23.11.2006-02:00;23.11.2006-03:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;23.11.2006-09:00;23.11.2006-12:00;3;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;23.11.2006-23:00;24.11.2006-01:00;2;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;24.11.2006-09:00;24.11.2006-10:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;26.11.2006-17:00;26.11.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;27.11.2006-00:00;27.11.2006-01:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;27.11.2006-17:00;27.11.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;29.11.2006-06:00;29.11.2006-18:00;12;;eor;                                                                                                                          
4928;Stuttgart (Schnarrenberg);WRTR;29.11.2006-21:00;29.11.2006-22:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;30.11.2006-12:00;30.11.2006-13:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;01.12.2006-17:00;01.12.2006-18:00;1;;eor;                                                                                                                           
4928;Stuttgart (Schnarrenberg);WRTR;02.12.2006-02:00;02.12.2006-03:00;1;;eor;                                                                                                                           
